2022-11-24 08:38:59,066 | INFO | models: ['ResNet8', 'ResNet14', 'ResNet20', 'ResNet26', 'ResNet32', 'ResNet44', 'ResNet56']
datasets: ['CIFAR10']
activations: ['Default', 'LinComb', 'ReLUN', 'ScaledSoftSign', 'ShiLU', 'HELU', 'DELU', 'SinLU', 'CosLU', 'NormLinComb']
log_path: ./logs/
plot_path: ./plot/full/
dpi: 70
clip: [0.0, 3.0]
2024-05-11 14:14:57,690 | INFO | processed dnn3 mnist scaledsoftsign
2024-05-11 14:14:57,690 | INFO | processed dnn3 mnist shilu
2024-05-11 14:14:57,691 | INFO | processed dnn3 mnist helu
2024-05-11 14:14:57,691 | INFO | processed dnn3 mnist delu
2024-05-11 14:14:57,691 | INFO | processed dnn3 mnist sinlu
2024-05-11 14:14:57,692 | INFO | processed dnn3 mnist coslu
2024-05-11 14:14:57,692 | INFO | processed dnn3 mnist normlincomb
2024-05-11 14:14:57,787 | INFO | processed dnn5 mnist default
2024-05-11 14:14:57,788 | INFO | processed dnn5 mnist lincomb
2024-05-11 14:14:57,788 | INFO | processed dnn5 mnist relun
2024-05-11 14:14:57,789 | INFO | processed dnn5 mnist scaledsoftsign
2024-05-11 14:14:57,789 | INFO | processed dnn5 mnist shilu
2024-05-11 14:14:57,789 | INFO | processed dnn5 mnist helu
2024-05-11 14:14:57,790 | INFO | processed dnn5 mnist delu
2024-05-11 14:14:57,790 | INFO | processed dnn5 mnist sinlu
2024-05-11 14:14:57,790 | INFO | processed dnn5 mnist coslu
2024-05-11 14:14:57,791 | INFO | processed dnn5 mnist normlincomb
2024-05-11 14:15:36,555 | INFO | models: ['DNN2', 'DNN3', 'DNN5']
datasets: ['MNIST']
activations: ['Default', 'LinComb', 'ReLUN', 'ScaledSoftSign', 'ShiLU', 'HELU', 'DELU', 'SinLU', 'CosLU', 'NormLinComb']
log_path: ./logs/
plot_path: ./plot/full/
dpi: 70
clip: [0.0, 3.0]
2024-05-11 14:15:49,917 | INFO | models: ['DNN2', 'DNN3', 'DNN5']
datasets: ['MNIST']
activations: ['Default', 'LinComb', 'ReLUN', 'ScaledSoftSign', 'ShiLU', 'HELU', 'DELU', 'SinLU', 'CosLU', 'NormLinComb']
log_path: ./logs/
plot_path: ./plot/full/
dpi: 70
clip: [0.0, 3.0]
2024-05-11 14:16:07,343 | INFO | models: ['DNN2', 'DNN3', 'DNN5']
datasets: ['MNIST']
activations: ['Default', 'LinComb', 'ReLUN', 'ScaledSoftSign', 'ShiLU', 'HELU', 'DELU', 'SinLU', 'CosLU', 'NormLinComb']
log_path: ./logs/
plot_path: ./plot/full/
dpi: 70
clip: [0.0, 3.0]
2024-05-11 14:17:04,464 | INFO | models: ['DNN2', 'DNN3', 'DNN5']
datasets: ['MNIST']
activations: ['Default', 'LinComb', 'ReLUN', 'ScaledSoftSign', 'ShiLU', 'HELU', 'DELU', 'SinLU', 'CosLU', 'NormLinComb']
log_path: ./logs/
plot_path: ./plot/full/
dpi: 70
clip: [0.0, 3.0]
2024-05-11 14:17:04,590 | INFO | processed dnn2 mnist default
2024-05-11 14:17:04,590 | INFO | processed dnn2 mnist lincomb
2024-05-11 14:17:04,591 | INFO | processed dnn2 mnist relun
2024-05-11 14:17:04,591 | INFO | processed dnn2 mnist scaledsoftsign
2024-05-11 14:17:04,591 | INFO | processed dnn2 mnist shilu
2024-05-11 14:17:04,592 | INFO | processed dnn2 mnist helu
2024-05-11 14:17:04,592 | INFO | processed dnn2 mnist delu
2024-05-11 14:17:04,592 | INFO | processed dnn2 mnist sinlu
2024-05-11 14:17:04,593 | INFO | processed dnn2 mnist coslu
2024-05-11 14:17:04,593 | INFO | processed dnn2 mnist normlincomb
2024-05-11 14:17:04,785 | INFO | processed dnn3 mnist default
2024-05-11 14:17:04,785 | INFO | processed dnn3 mnist lincomb
2024-05-11 14:17:04,786 | INFO | processed dnn3 mnist relun
2024-05-11 14:17:04,786 | INFO | processed dnn3 mnist scaledsoftsign
2024-05-11 14:17:04,787 | INFO | processed dnn3 mnist shilu
2024-05-11 14:17:04,787 | INFO | processed dnn3 mnist helu
2024-05-11 14:17:04,787 | INFO | processed dnn3 mnist delu
2024-05-11 14:17:04,788 | INFO | processed dnn3 mnist sinlu
2024-05-11 14:17:04,788 | INFO | processed dnn3 mnist coslu
2024-05-11 14:17:04,788 | INFO | processed dnn3 mnist normlincomb
2024-05-11 14:17:04,878 | INFO | processed dnn5 mnist default
2024-05-11 14:17:04,878 | INFO | processed dnn5 mnist lincomb
2024-05-11 14:17:04,879 | INFO | processed dnn5 mnist relun
2024-05-11 14:17:04,879 | INFO | processed dnn5 mnist scaledsoftsign
2024-05-11 14:17:04,880 | INFO | processed dnn5 mnist shilu
2024-05-11 14:17:04,880 | INFO | processed dnn5 mnist helu
2024-05-11 14:17:04,880 | INFO | processed dnn5 mnist delu
2024-05-11 14:17:04,881 | INFO | processed dnn5 mnist sinlu
2024-05-11 14:17:04,881 | INFO | processed dnn5 mnist coslu
2024-05-11 14:17:04,881 | INFO | processed dnn5 mnist normlincomb
2024-05-11 14:19:39,665 | INFO | models: ['DNN2', 'DNN3', 'DNN5']
datasets: ['MNIST']
activations: ['Default', 'LinComb', 'ReLUN', 'ScaledSoftSign', 'ShiLU', 'HELU', 'DELU', 'SinLU', 'CosLU', 'NormLinComb']
log_path: ./logs/
plot_path: ./plot/full/
dpi: 70
clip: [0.0, 3.0]
2024-05-11 14:20:01,422 | INFO | models: ['DNN2', 'DNN3', 'DNN5']
datasets: ['MNIST']
activations: ['Default', 'LinComb', 'ReLUN', 'ScaledSoftSign', 'ShiLU', 'HELU', 'DELU', 'SinLU', 'CosLU', 'NormLinComb']
log_path: ./logs/
plot_path: ./plot/full/
dpi: 70
clip: [0.0, 3.0]
2024-05-11 14:20:01,540 | INFO | processed dnn2 mnist default
2024-05-11 14:20:01,540 | INFO | processed dnn2 mnist lincomb
2024-05-11 14:20:01,541 | INFO | processed dnn2 mnist relun
2024-05-11 14:20:01,541 | INFO | processed dnn2 mnist scaledsoftsign
2024-05-11 14:20:01,541 | INFO | processed dnn2 mnist shilu
2024-05-11 14:20:01,542 | INFO | processed dnn2 mnist helu
2024-05-11 14:20:01,542 | INFO | processed dnn2 mnist delu
2024-05-11 14:20:01,542 | INFO | processed dnn2 mnist sinlu
2024-05-11 14:20:01,543 | INFO | processed dnn2 mnist coslu
2024-05-11 14:20:01,543 | INFO | processed dnn2 mnist normlincomb
2024-05-11 14:20:01,695 | INFO | processed dnn3 mnist default
2024-05-11 14:20:01,695 | INFO | processed dnn3 mnist lincomb
2024-05-11 14:20:01,696 | INFO | processed dnn3 mnist relun
2024-05-11 14:20:01,696 | INFO | processed dnn3 mnist scaledsoftsign
2024-05-11 14:20:01,697 | INFO | processed dnn3 mnist shilu
2024-05-11 14:20:01,697 | INFO | processed dnn3 mnist helu
2024-05-11 14:20:01,697 | INFO | processed dnn3 mnist delu
2024-05-11 14:20:01,698 | INFO | processed dnn3 mnist sinlu
2024-05-11 14:20:01,698 | INFO | processed dnn3 mnist coslu
2024-05-11 14:20:01,698 | INFO | processed dnn3 mnist normlincomb
2024-05-11 14:20:01,804 | INFO | processed dnn5 mnist default
2024-05-11 14:20:01,804 | INFO | processed dnn5 mnist lincomb
2024-05-11 14:20:01,805 | INFO | processed dnn5 mnist relun
2024-05-11 14:20:01,806 | INFO | processed dnn5 mnist scaledsoftsign
2024-05-11 14:20:01,806 | INFO | processed dnn5 mnist shilu
2024-05-11 14:20:01,807 | INFO | processed dnn5 mnist helu
2024-05-11 14:20:01,807 | INFO | processed dnn5 mnist delu
2024-05-11 14:20:01,807 | INFO | processed dnn5 mnist sinlu
2024-05-11 14:20:01,808 | INFO | processed dnn5 mnist coslu
2024-05-11 14:20:01,808 | INFO | processed dnn5 mnist normlincomb
2024-05-11 14:20:37,529 | INFO | models: ['DNN2', 'DNN3', 'DNN5']
datasets: ['MNIST']
activations: ['Default', 'LinComb', 'ReLUN', 'ScaledSoftSign', 'ShiLU', 'HELU', 'DELU', 'SinLU', 'CosLU', 'NormLinComb']
log_path: ./logs/
plot_path: ./plot/full/
dpi: 70
clip: [0.0, 3.0]
2024-05-11 14:20:37,617 | INFO | processed dnn2 mnist default
2024-05-11 14:20:37,618 | INFO | processed dnn2 mnist lincomb
2024-05-11 14:20:37,618 | INFO | processed dnn2 mnist relun
2024-05-11 14:20:37,619 | INFO | processed dnn2 mnist scaledsoftsign
2024-05-11 14:20:37,619 | INFO | processed dnn2 mnist shilu
2024-05-11 14:20:37,619 | INFO | processed dnn2 mnist helu
2024-05-11 14:20:37,620 | INFO | processed dnn2 mnist delu
2024-05-11 14:20:37,620 | INFO | processed dnn2 mnist sinlu
2024-05-11 14:20:37,620 | INFO | processed dnn2 mnist coslu
2024-05-11 14:20:37,620 | INFO | processed dnn2 mnist normlincomb
2024-05-11 14:20:37,771 | INFO | processed dnn3 mnist default
2024-05-11 14:20:37,772 | INFO | processed dnn3 mnist lincomb
2024-05-11 14:20:37,772 | INFO | processed dnn3 mnist relun
2024-05-11 14:20:37,772 | INFO | processed dnn3 mnist scaledsoftsign
2024-05-11 14:20:37,773 | INFO | processed dnn3 mnist shilu
2024-05-11 14:20:37,773 | INFO | processed dnn3 mnist helu
2024-05-11 14:20:37,773 | INFO | processed dnn3 mnist delu
2024-05-11 14:20:37,774 | INFO | processed dnn3 mnist sinlu
2024-05-11 14:20:37,774 | INFO | processed dnn3 mnist coslu
2024-05-11 14:20:37,774 | INFO | processed dnn3 mnist normlincomb
2024-05-11 14:20:37,875 | INFO | processed dnn5 mnist default
2024-05-11 14:20:37,876 | INFO | processed dnn5 mnist lincomb
2024-05-11 14:20:37,876 | INFO | processed dnn5 mnist relun
2024-05-11 14:20:37,876 | INFO | processed dnn5 mnist scaledsoftsign
2024-05-11 14:20:37,877 | INFO | processed dnn5 mnist shilu
2024-05-11 14:20:37,877 | INFO | processed dnn5 mnist helu
2024-05-11 14:20:37,877 | INFO | processed dnn5 mnist delu
2024-05-11 14:20:37,878 | INFO | processed dnn5 mnist sinlu
2024-05-11 14:20:37,878 | INFO | processed dnn5 mnist coslu
2024-05-11 14:20:37,878 | INFO | processed dnn5 mnist normlincomb
2024-05-11 14:22:31,390 | INFO | models: ['DNN2', 'DNN3', 'DNN5']
datasets: ['MNIST']
activations: ['Default', 'LinComb', 'ReLUN', 'ScaledSoftSign', 'ShiLU', 'HELU', 'DELU', 'SinLU', 'CosLU', 'NormLinComb']
log_path: ./logs/
plot_path: ./plot/full/
dpi: 70
clip: [0.0, 3.0]
2024-05-11 14:22:31,513 | INFO | processed dnn2 mnist default
2024-05-11 14:22:31,514 | INFO | processed dnn2 mnist lincomb
2024-05-11 14:22:31,514 | INFO | processed dnn2 mnist relun
2024-05-11 14:22:31,514 | INFO | processed dnn2 mnist scaledsoftsign
2024-05-11 14:22:31,515 | INFO | processed dnn2 mnist shilu
2024-05-11 14:22:31,515 | INFO | processed dnn2 mnist helu
2024-05-11 14:22:31,515 | INFO | processed dnn2 mnist delu
2024-05-11 14:22:31,516 | INFO | processed dnn2 mnist sinlu
2024-05-11 14:22:31,516 | INFO | processed dnn2 mnist coslu
2024-05-11 14:22:31,516 | INFO | processed dnn2 mnist normlincomb
2024-05-11 14:22:31,693 | INFO | processed dnn3 mnist default
2024-05-11 14:22:31,694 | INFO | processed dnn3 mnist lincomb
2024-05-11 14:22:31,694 | INFO | processed dnn3 mnist relun
2024-05-11 14:22:31,695 | INFO | processed dnn3 mnist scaledsoftsign
2024-05-11 14:22:31,695 | INFO | processed dnn3 mnist shilu
2024-05-11 14:22:31,695 | INFO | processed dnn3 mnist helu
2024-05-11 14:22:31,696 | INFO | processed dnn3 mnist delu
2024-05-11 14:22:31,696 | INFO | processed dnn3 mnist sinlu
2024-05-11 14:22:31,696 | INFO | processed dnn3 mnist coslu
2024-05-11 14:22:31,697 | INFO | processed dnn3 mnist normlincomb
2024-05-11 14:22:31,785 | INFO | processed dnn5 mnist default
2024-05-11 14:22:31,786 | INFO | processed dnn5 mnist lincomb
2024-05-11 14:22:31,786 | INFO | processed dnn5 mnist relun
2024-05-11 14:22:31,786 | INFO | processed dnn5 mnist scaledsoftsign
2024-05-11 14:22:31,787 | INFO | processed dnn5 mnist shilu
2024-05-11 14:22:31,787 | INFO | processed dnn5 mnist helu
2024-05-11 14:22:31,787 | INFO | processed dnn5 mnist delu
2024-05-11 14:22:31,788 | INFO | processed dnn5 mnist sinlu
2024-05-11 14:22:31,788 | INFO | processed dnn5 mnist coslu
2024-05-11 14:22:31,788 | INFO | processed dnn5 mnist normlincomb
2024-05-11 14:23:05,646 | INFO | models: ['DNN2', 'DNN3', 'DNN5']
datasets: ['MNIST']
activations: ['Default', 'LinComb', 'ReLUN', 'ScaledSoftSign', 'ShiLU', 'HELU', 'DELU', 'SinLU', 'CosLU', 'NormLinComb']
log_path: ./logs/
plot_path: ./plot/full/
dpi: 70
clip: [0.0, 3.0]
2024-05-11 14:23:05,768 | INFO | processed dnn2 mnist default
2024-05-11 14:23:05,768 | INFO | processed dnn2 mnist lincomb
2024-05-11 14:23:05,768 | INFO | processed dnn2 mnist relun
2024-05-11 14:23:05,769 | INFO | processed dnn2 mnist scaledsoftsign
2024-05-11 14:23:05,769 | INFO | processed dnn2 mnist shilu
2024-05-11 14:23:05,770 | INFO | processed dnn2 mnist helu
2024-05-11 14:23:05,770 | INFO | processed dnn2 mnist delu
2024-05-11 14:23:05,770 | INFO | processed dnn2 mnist sinlu
2024-05-11 14:23:05,770 | INFO | processed dnn2 mnist coslu
2024-05-11 14:23:05,771 | INFO | processed dnn2 mnist normlincomb
2024-05-11 14:23:05,904 | INFO | processed dnn3 mnist default
2024-05-11 14:23:05,904 | INFO | processed dnn3 mnist lincomb
2024-05-11 14:23:05,904 | INFO | processed dnn3 mnist relun
2024-05-11 14:23:05,905 | INFO | processed dnn3 mnist scaledsoftsign
2024-05-11 14:23:05,905 | INFO | processed dnn3 mnist shilu
2024-05-11 14:23:05,905 | INFO | processed dnn3 mnist helu
2024-05-11 14:23:05,906 | INFO | processed dnn3 mnist delu
2024-05-11 14:23:05,906 | INFO | processed dnn3 mnist sinlu
2024-05-11 14:23:05,906 | INFO | processed dnn3 mnist coslu
2024-05-11 14:23:05,907 | INFO | processed dnn3 mnist normlincomb
2024-05-11 14:23:05,989 | INFO | processed dnn5 mnist default
2024-05-11 14:23:05,989 | INFO | processed dnn5 mnist lincomb
2024-05-11 14:23:05,990 | INFO | processed dnn5 mnist relun
2024-05-11 14:23:05,990 | INFO | processed dnn5 mnist scaledsoftsign
2024-05-11 14:23:05,990 | INFO | processed dnn5 mnist shilu
2024-05-11 14:23:05,991 | INFO | processed dnn5 mnist helu
2024-05-11 14:23:05,991 | INFO | processed dnn5 mnist delu
2024-05-11 14:23:05,991 | INFO | processed dnn5 mnist sinlu
2024-05-11 14:23:05,992 | INFO | processed dnn5 mnist coslu
2024-05-11 14:23:05,992 | INFO | processed dnn5 mnist normlincomb
2024-05-11 14:23:21,424 | INFO | models: ['DNN2', 'DNN3', 'DNN5']
datasets: ['MNIST']
activations: ['Default', 'LinComb', 'ReLUN', 'ScaledSoftSign', 'ShiLU', 'HELU', 'DELU', 'SinLU', 'CosLU', 'NormLinComb']
log_path: ./logs/
plot_path: ./plot/full/
dpi: 70
clip: [0.0, 3.0]
2024-05-11 14:23:21,542 | INFO | processed dnn2 mnist default
2024-05-11 14:23:21,542 | INFO | processed dnn2 mnist lincomb
2024-05-11 14:23:21,542 | INFO | processed dnn2 mnist relun
2024-05-11 14:23:21,543 | INFO | processed dnn2 mnist scaledsoftsign
2024-05-11 14:23:21,543 | INFO | processed dnn2 mnist shilu
2024-05-11 14:23:21,543 | INFO | processed dnn2 mnist helu
2024-05-11 14:23:21,544 | INFO | processed dnn2 mnist delu
2024-05-11 14:23:21,544 | INFO | processed dnn2 mnist sinlu
2024-05-11 14:23:21,544 | INFO | processed dnn2 mnist coslu
2024-05-11 14:23:21,545 | INFO | processed dnn2 mnist normlincomb
2024-05-11 14:23:21,682 | INFO | processed dnn3 mnist default
2024-05-11 14:23:21,683 | INFO | processed dnn3 mnist lincomb
2024-05-11 14:23:21,683 | INFO | processed dnn3 mnist relun
2024-05-11 14:23:21,684 | INFO | processed dnn3 mnist scaledsoftsign
2024-05-11 14:23:21,684 | INFO | processed dnn3 mnist shilu
2024-05-11 14:23:21,684 | INFO | processed dnn3 mnist helu
2024-05-11 14:23:21,685 | INFO | processed dnn3 mnist delu
2024-05-11 14:23:21,685 | INFO | processed dnn3 mnist sinlu
2024-05-11 14:23:21,685 | INFO | processed dnn3 mnist coslu
2024-05-11 14:23:21,686 | INFO | processed dnn3 mnist normlincomb
2024-05-11 14:23:21,768 | INFO | processed dnn5 mnist default
2024-05-11 14:23:21,769 | INFO | processed dnn5 mnist lincomb
2024-05-11 14:23:21,769 | INFO | processed dnn5 mnist relun
2024-05-11 14:23:21,769 | INFO | processed dnn5 mnist scaledsoftsign
2024-05-11 14:23:21,770 | INFO | processed dnn5 mnist shilu
2024-05-11 14:23:21,770 | INFO | processed dnn5 mnist helu
2024-05-11 14:23:21,771 | INFO | processed dnn5 mnist delu
2024-05-11 14:23:21,771 | INFO | processed dnn5 mnist sinlu
2024-05-11 14:23:21,771 | INFO | processed dnn5 mnist coslu
2024-05-11 14:23:21,772 | INFO | processed dnn5 mnist normlincomb
2024-05-11 18:18:46,661 | INFO | models: ['DNN2', 'DNN3', 'DNN5']
datasets: ['MNIST']
activations: ['Default', 'CosSinLU', 'LinComb', 'ReLUN', 'ScaledSoftSign', 'ShiLU', 'HELU', 'DELU', 'SinLU', 'CosLU', 'NormLinComb']
log_path: ./logs/
plot_path: ./plot/full/
dpi: 70
clip: [0.0, 3.0]
2024-05-11 18:18:46,791 | INFO | processed dnn2 mnist default
2024-05-11 18:18:46,791 | INFO | processed dnn2 mnist cossinlu
2024-05-11 18:18:46,792 | INFO | processed dnn2 mnist lincomb
2024-05-11 18:18:46,792 | INFO | processed dnn2 mnist relun
2024-05-11 18:18:46,792 | INFO | processed dnn2 mnist scaledsoftsign
2024-05-11 18:18:46,793 | INFO | processed dnn2 mnist shilu
2024-05-11 18:18:46,793 | INFO | processed dnn2 mnist helu
2024-05-11 18:18:46,793 | INFO | processed dnn2 mnist delu
2024-05-11 18:18:46,794 | INFO | processed dnn2 mnist sinlu
2024-05-11 18:18:46,794 | INFO | processed dnn2 mnist coslu
2024-05-11 18:18:46,794 | INFO | processed dnn2 mnist normlincomb
2024-05-11 18:18:46,986 | INFO | processed dnn3 mnist default
2024-05-11 18:18:46,986 | INFO | processed dnn3 mnist lincomb
2024-05-11 18:18:46,986 | INFO | processed dnn3 mnist relun
2024-05-11 18:18:46,987 | INFO | processed dnn3 mnist scaledsoftsign
2024-05-11 18:18:46,987 | INFO | processed dnn3 mnist shilu
2024-05-11 18:18:46,988 | INFO | processed dnn3 mnist helu
2024-05-11 18:18:46,988 | INFO | processed dnn3 mnist delu
2024-05-11 18:18:46,988 | INFO | processed dnn3 mnist sinlu
2024-05-11 18:18:46,989 | INFO | processed dnn3 mnist coslu
2024-05-11 18:18:46,989 | INFO | processed dnn3 mnist normlincomb
2024-05-11 18:18:47,075 | INFO | processed dnn5 mnist default
2024-05-11 18:18:47,076 | INFO | processed dnn5 mnist lincomb
2024-05-11 18:18:47,076 | INFO | processed dnn5 mnist relun
2024-05-11 18:18:47,076 | INFO | processed dnn5 mnist scaledsoftsign
2024-05-11 18:18:47,077 | INFO | processed dnn5 mnist shilu
2024-05-11 18:18:47,077 | INFO | processed dnn5 mnist helu
2024-05-11 18:18:47,077 | INFO | processed dnn5 mnist delu
2024-05-11 18:18:47,078 | INFO | processed dnn5 mnist sinlu
2024-05-11 18:18:47,078 | INFO | processed dnn5 mnist coslu
2024-05-11 18:18:47,078 | INFO | processed dnn5 mnist normlincomb
2024-05-12 14:20:59,692 | INFO | models: ['DNN2', 'DNN3', 'DNN5']
datasets: ['MNIST']
activations: ['Default', 'CosSinLU', 'LinComb', 'ReLUN', 'ScaledSoftSign', 'ShiLU', 'HELU', 'DELU', 'SinLU', 'CosLU', 'NormLinComb']
log_path: ./logs/
plot_path: ./plot/full/
dpi: 70
clip: [0.0, 3.0]
2024-05-12 14:20:59,811 | INFO | processed dnn2 mnist default
2024-05-12 14:20:59,811 | INFO | processed dnn2 mnist cossinlu
2024-05-12 14:20:59,812 | INFO | processed dnn2 mnist lincomb
2024-05-12 14:20:59,812 | INFO | processed dnn2 mnist relun
2024-05-12 14:20:59,812 | INFO | processed dnn2 mnist scaledsoftsign
2024-05-12 14:20:59,813 | INFO | processed dnn2 mnist shilu
2024-05-12 14:20:59,813 | INFO | processed dnn2 mnist helu
2024-05-12 14:20:59,813 | INFO | processed dnn2 mnist delu
2024-05-12 14:20:59,814 | INFO | processed dnn2 mnist sinlu
2024-05-12 14:20:59,814 | INFO | processed dnn2 mnist coslu
2024-05-12 14:20:59,814 | INFO | processed dnn2 mnist normlincomb
2024-05-12 14:21:00,068 | INFO | processed dnn3 mnist default
2024-05-12 14:21:00,069 | INFO | processed dnn3 mnist cossinlu
2024-05-12 14:21:00,069 | INFO | processed dnn3 mnist lincomb
2024-05-12 14:21:00,069 | INFO | processed dnn3 mnist relun
2024-05-12 14:21:00,070 | INFO | processed dnn3 mnist scaledsoftsign
2024-05-12 14:21:00,070 | INFO | processed dnn3 mnist shilu
2024-05-12 14:21:00,070 | INFO | processed dnn3 mnist helu
2024-05-12 14:21:00,071 | INFO | processed dnn3 mnist delu
2024-05-12 14:21:00,071 | INFO | processed dnn3 mnist sinlu
2024-05-12 14:21:00,071 | INFO | processed dnn3 mnist coslu
2024-05-12 14:21:00,072 | INFO | processed dnn3 mnist normlincomb
2024-05-12 14:21:00,161 | INFO | processed dnn5 mnist default
2024-05-12 14:21:00,162 | INFO | processed dnn5 mnist cossinlu
2024-05-12 14:21:00,162 | INFO | processed dnn5 mnist lincomb
2024-05-12 14:21:00,162 | INFO | processed dnn5 mnist relun
2024-05-12 14:21:00,163 | INFO | processed dnn5 mnist scaledsoftsign
2024-05-12 14:21:00,163 | INFO | processed dnn5 mnist shilu
2024-05-12 14:21:00,163 | INFO | processed dnn5 mnist helu
2024-05-12 14:21:00,164 | INFO | processed dnn5 mnist delu
2024-05-12 14:21:00,164 | INFO | processed dnn5 mnist sinlu
2024-05-12 14:21:00,164 | INFO | processed dnn5 mnist coslu
2024-05-12 14:21:00,165 | INFO | processed dnn5 mnist normlincomb
2024-05-12 14:57:58,779 | INFO | models: ['DNN2', 'DNN3', 'DNN5']
datasets: ['MNIST']
activations: ['Default', 'CosSinLU', 'LinComb', 'ReLUN', 'ScaledSoftSign', 'ShiLU', 'HELU', 'DELU', 'SinLU', 'CosLU', 'NormLinComb']
log_path: ./logs/
plot_path: ./plot/full/
dpi: 70
clip: [0.0, 3.0]
2024-05-12 14:57:58,888 | INFO | processed dnn2 mnist default
2024-05-12 14:57:58,888 | INFO | processed dnn2 mnist cossinlu
2024-05-12 14:57:58,889 | INFO | processed dnn2 mnist lincomb
2024-05-12 14:57:58,889 | INFO | processed dnn2 mnist relun
2024-05-12 14:57:58,890 | INFO | processed dnn2 mnist scaledsoftsign
2024-05-12 14:57:58,890 | INFO | processed dnn2 mnist shilu
2024-05-12 14:57:58,890 | INFO | processed dnn2 mnist helu
2024-05-12 14:57:58,891 | INFO | processed dnn2 mnist delu
2024-05-12 14:57:58,891 | INFO | processed dnn2 mnist sinlu
2024-05-12 14:57:58,891 | INFO | processed dnn2 mnist coslu
2024-05-12 14:57:58,892 | INFO | processed dnn2 mnist normlincomb
2024-05-12 14:57:59,076 | INFO | processed dnn3 mnist default
2024-05-12 14:57:59,077 | INFO | processed dnn3 mnist cossinlu
2024-05-12 14:57:59,077 | INFO | processed dnn3 mnist lincomb
2024-05-12 14:57:59,078 | INFO | processed dnn3 mnist relun
2024-05-12 14:57:59,078 | INFO | processed dnn3 mnist scaledsoftsign
2024-05-12 14:57:59,078 | INFO | processed dnn3 mnist shilu
2024-05-12 14:57:59,079 | INFO | processed dnn3 mnist helu
2024-05-12 14:57:59,079 | INFO | processed dnn3 mnist delu
2024-05-12 14:57:59,079 | INFO | processed dnn3 mnist sinlu
2024-05-12 14:57:59,080 | INFO | processed dnn3 mnist coslu
2024-05-12 14:57:59,080 | INFO | processed dnn3 mnist normlincomb
2024-05-12 14:57:59,173 | INFO | processed dnn5 mnist default
2024-05-12 14:57:59,173 | INFO | processed dnn5 mnist cossinlu
2024-05-12 14:57:59,174 | INFO | processed dnn5 mnist lincomb
2024-05-12 14:57:59,174 | INFO | processed dnn5 mnist relun
2024-05-12 14:57:59,175 | INFO | processed dnn5 mnist scaledsoftsign
2024-05-12 14:57:59,175 | INFO | processed dnn5 mnist shilu
2024-05-12 14:57:59,175 | INFO | processed dnn5 mnist helu
2024-05-12 14:57:59,176 | INFO | processed dnn5 mnist delu
2024-05-12 14:57:59,176 | INFO | processed dnn5 mnist sinlu
2024-05-12 14:57:59,176 | INFO | processed dnn5 mnist coslu
2024-05-12 14:57:59,177 | INFO | processed dnn5 mnist normlincomb
2024-05-12 15:11:55,140 | INFO | models: ['DNN2', 'DNN3', 'DNN5']
datasets: ['MNIST']
activations: ['Default', 'CosSinLU', 'LinComb', 'ReLUN', 'ScaledSoftSign', 'ShiLU', 'HELU', 'DELU', 'SinLU', 'CosLU', 'NormLinComb']
log_path: ./logs/
plot_path: ./plot/full/
dpi: 70
clip: [0.0, 3.0]
2024-05-12 15:11:55,264 | INFO | processed dnn2 mnist default
2024-05-12 15:11:55,264 | INFO | processed dnn2 mnist cossinlu
2024-05-12 15:11:55,265 | INFO | processed dnn2 mnist lincomb
2024-05-12 15:11:55,265 | INFO | processed dnn2 mnist relun
2024-05-12 15:11:55,266 | INFO | processed dnn2 mnist scaledsoftsign
2024-05-12 15:11:55,266 | INFO | processed dnn2 mnist shilu
2024-05-12 15:11:55,266 | INFO | processed dnn2 mnist helu
2024-05-12 15:11:55,267 | INFO | processed dnn2 mnist delu
2024-05-12 15:11:55,267 | INFO | processed dnn2 mnist sinlu
2024-05-12 15:11:55,267 | INFO | processed dnn2 mnist coslu
2024-05-12 15:11:55,268 | INFO | processed dnn2 mnist normlincomb
2024-05-12 15:11:55,461 | INFO | processed dnn3 mnist default
2024-05-12 15:11:55,462 | INFO | processed dnn3 mnist cossinlu
2024-05-12 15:11:55,462 | INFO | processed dnn3 mnist lincomb
2024-05-12 15:11:55,463 | INFO | processed dnn3 mnist relun
2024-05-12 15:11:55,463 | INFO | processed dnn3 mnist scaledsoftsign
2024-05-12 15:11:55,463 | INFO | processed dnn3 mnist shilu
2024-05-12 15:11:55,464 | INFO | processed dnn3 mnist helu
2024-05-12 15:11:55,464 | INFO | processed dnn3 mnist delu
2024-05-12 15:11:55,464 | INFO | processed dnn3 mnist sinlu
2024-05-12 15:11:55,465 | INFO | processed dnn3 mnist coslu
2024-05-12 15:11:55,465 | INFO | processed dnn3 mnist normlincomb
2024-05-12 15:11:55,564 | INFO | processed dnn5 mnist default
2024-05-12 15:11:55,564 | INFO | processed dnn5 mnist cossinlu
2024-05-12 15:11:55,565 | INFO | processed dnn5 mnist lincomb
2024-05-12 15:11:55,565 | INFO | processed dnn5 mnist relun
2024-05-12 15:11:55,565 | INFO | processed dnn5 mnist scaledsoftsign
2024-05-12 15:11:55,566 | INFO | processed dnn5 mnist shilu
2024-05-12 15:11:55,566 | INFO | processed dnn5 mnist helu
2024-05-12 15:11:55,566 | INFO | processed dnn5 mnist delu
2024-05-12 15:11:55,567 | INFO | processed dnn5 mnist sinlu
2024-05-12 15:11:55,567 | INFO | processed dnn5 mnist coslu
